8	0
7.99878	0.139619
7.99513	0.279196
7.98904	0.418688
7.98051	0.558052
7.96956	0.697246
7.95618	0.836228
7.94037	0.974955
7.92214	1.11338
7.90151	1.25148
7.87846	1.38919
7.85302	1.52647
7.82518	1.66329
7.79496	1.79961
7.76237	1.93538
7.72741	2.07055
7.69009	2.2051
7.65044	2.33897
7.60845	2.47214
7.56415	2.60455
7.51754	2.73616
7.46864	2.86694
7.41747	2.99685
7.36404	3.12585
7.30836	3.25389
7.25046	3.38095
7.19035	3.50697
7.12805	3.63192
7.06358	3.75577
6.99696	3.87848
6.9282	4
6.85734	4.1203
6.78438	4.23935
6.70936	4.35711
6.6323	4.47354
6.55322	4.58861
6.47214	4.70228
6.38908	4.81452
6.30409	4.92529
6.21717	5.03456
6.12836	5.1423
6.03768	5.24847
5.94516	5.35304
5.85083	5.45599
5.75472	5.55727
5.65685	5.65685
5.55727	5.75472
5.45599	5.85083
5.35304	5.94516
5.24847	6.03768
5.1423	6.12836
5.03456	6.21717
4.92529	6.30409
4.81452	6.38908
4.70228	6.47214
4.58861	6.55322
4.47354	6.6323
4.35711	6.70936
4.23935	6.78438
4.1203	6.85734
4	6.9282
3.87848	6.99696
3.75577	7.06358
3.63192	7.12805
3.50697	7.19035
3.38095	7.25046
3.25389	7.30836
3.12585	7.36404
2.99685	7.41747
2.86694	7.46864
2.73616	7.51754
2.60455	7.56415
2.47214	7.60845
2.33897	7.65044
2.2051	7.69009
2.07055	7.72741
1.93538	7.76237
1.79961	7.79496
1.66329	7.82518
1.52647	7.85302
0.648401	3.67727
0.571687	3.60949
0.493282	3.50988
0.423846	3.45195
0.356782	3.39456
0.29177	3.33494
0.227784	3.25747
0.168145	3.20839
0.109449	3.13422
0.0539189	3.08901
1.86499e-16	3.04577
-0.0527372	3.02131
-0.107544	3.07964
-0.162941	3.1091
-0.223092	3.19037
-0.283716	3.24288
-0.348858	3.31916
-0.410404	3.34247
-0.483352	3.43923
-0.559611	3.53325
-0.637244	3.61399
-0.716111	3.68407
-1.66329	7.82518
-1.79961	7.79496
-1.93538	7.76237
-2.07055	7.72741
-2.2051	7.69009
-2.33897	7.65044
-2.47214	7.60845
-2.60455	7.56415
-2.73616	7.51754
-2.86694	7.46864
-2.99685	7.41747
-3.12585	7.36404
-3.25389	7.30836
-3.38095	7.25046
-3.50697	7.19035
-3.63192	7.12805
-3.75577	7.06358
-3.87848	6.99696
-4	6.9282
-4.1203	6.85734
-4.23935	6.78438
-4.35711	6.70936
-4.47354	6.6323
-4.58861	6.55322
-4.70228	6.47214
-4.81452	6.38908
-4.92529	6.30409
-5.03456	6.21717
-5.1423	6.12836
-5.24847	6.03768
-5.35304	5.94516
-5.45599	5.85083
-5.55727	5.75472
-5.65685	5.65685
-5.75472	5.55727
-5.85083	5.45599
-5.94516	5.35304
-6.03768	5.24847
-6.12836	5.1423
-6.21717	5.03456
-6.30409	4.92529
-6.38908	4.81452
-6.47214	4.70228
-6.55322	4.58861
-6.6323	4.47354
-6.70936	4.35711
-6.78438	4.23935
-6.85734	4.1203
-6.9282	4
-6.99696	3.87848
-7.06358	3.75577
-7.12805	3.63192
-7.19035	3.50697
-7.25046	3.38095
-7.30836	3.25389
-7.36404	3.12585
-7.41747	2.99685
-7.46864	2.86694
-7.51754	2.73616
-7.56415	2.60455
-7.60845	2.47214
-7.65044	2.33897
-7.69009	2.2051
-7.72741	2.07055
-7.76237	1.93538
-7.79496	1.79961
-7.82518	1.66329
-7.85302	1.52647
-7.87846	1.38919
-7.90151	1.25148
-7.92214	1.11338
-7.94037	0.974955
-7.95618	0.836228
-7.96956	0.697246
-7.98051	0.558052
-7.98904	0.418688
-7.99513	0.279196
-7.99878	0.139619
-8	9.79717e-16
